path_before,git_tracked,sha256,size_bytes,classification,canonical_replacement,planned_action,destination,reason,rollback_method,references_to_update
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_smoke.txt,yes,2c72cad2ce053dfda27731cd59348b40bb838f63c971910fe49835f517e6c737,916,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/exp5_lolib_smoke.txt,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/tiny_lolib_test.lop,yes,019eee9d7c348c4c27e356feea6cb88f522a86983689425a13e7ab1e04044f09,39,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/configs/tiny_lolib_test.lop,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/postprocess_exp5_lolib.py,yes,13fd5322b3982e0fae22deb3fc9525c6dea750713c180459a0e54c3e5364756d,9858,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/postprocess_exp5_lolib.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/run_exp5_lolib_benchmark.py,yes,85ed0d1af44540bb24a6dba52f4625b2c8698b84f87f915914623b6eae0f04a0,9771,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/run_exp5_lolib_benchmark.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/run_exp5_lolib_tmux.sh,yes,531c9749ffef94a0604dd3c5518178dd4224feb6775ea680d87d3af6fbd42a22,1133,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/run_exp5_lolib_tmux.sh,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_final_report.md,yes,c826f8038bdbaf992112621c982904df5ce378d8a04fe4f7760722fb3e24850d,6176,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_final_report.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_access_report.md,yes,1f3aadc71202604aa298bdb7a8ef029c2108e2dc693f0b9c3f68630391bdd385,5451,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_access_report.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_stats.json,yes,c172c3616d2e2cd7938719adbebb480f0f1f43ae8ba5c2151dba87d2421428d5,894,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_stats.json,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_summary.md,yes,4301ea6c6d50d9ddd50c7a6c8e8968434a1a9455345dd11ac9eea30be1eb0b7a,1460,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp5_lolib_dense/summary/exp5_lolib_summary.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp6_ipsns_budget_curve/README.md,yes,21475f020cea8d6ea10cd853f9cbceb3b8f873e0e450942d5c65543fa19dcd2b,1365,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp6_ipsns_budget_curve/README.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp6_ipsns_budget_curve/summary/exp6_final_report.md,yes,13e5be8389059fe9dd53d600dee9c1ed7404d3781b71aacb87643c01ec41816e,1051,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp6_ipsns_budget_curve/summary/exp6_final_report.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp7_plain_local_search/README.md,yes,b1b801e7cc52fa3e6419defd95af3635c9fa91f76105dc1a311734d0624e439e,2561,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp7_plain_local_search/README.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp7_plain_local_search/summary/exp7_final_report.md,yes,c09ddd93a71925ee60296be1d126eb05872949f9d0651a4c12a425026d69573d,2674,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp7_plain_local_search/summary/exp7_final_report.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/EXP8_STATUS_CHECK.md,yes,ee545387c347b3cb1eef27a91441c638e5ecf3f8291bfd50997c14ea8a6dd53b,1938,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/EXP8_STATUS_CHECK.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/README.md,yes,f442dbf118a49164bec2d120ed6a12b52620bcce02814472d5fa2b8c8a18f552,2904,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/README.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/config/solver_availability.json,yes,e50801ff545a2c67144a593248ac1567182d9afd0689f65d08226a6d4877cf3c,366,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/config/solver_availability.json,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/config/solver_availability.md,yes,086d068f419cb4f5aa7b5af170a22987facd1ec351d74a735ae2b7967fbaf0d7,336,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/config/solver_availability.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_final_report.md,yes,1741bd26d4f8f2949f05b940e62a2ec588268e3e7b3a95b5d6b3df2c3bdf8f1d,1162,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_final_report.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_final_report_smoke.md,yes,7402674c53138a21fd9132934b9effcc0e3c027716fa2da454fb82884d52afe2,701,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_final_report_smoke.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_mip_summary.json,yes,b1cc0d7f787de59f8757c4865bde37f63034e6df759a562c85c68aa1cdca7169,2159,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_mip_summary.json,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_mip_summary_smoke.json,yes,ab59ed343d93046897d4484b0194f3941e22a718da66319eba15904158c010ae,541,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp8_medium_mip_baseline/summary/exp8_mip_summary_smoke.json,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/README.md,yes,89e27e7c1ea6b029659c59205e02da2f30e93139d51bf81df92b20f44f967bd6,2828,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/README.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/candidate_local_files.txt,yes,30ba8b363449f7a0aebde8018be954428fafba86d4679bd3fc6e0a213709d97c,78064,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/candidate_local_files.txt,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/config/dataset_provenance.json,yes,496c2022e665910a32e593a4e52beeb2973311838f13214557770a85b850132b,1346,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/config/dataset_provenance.json,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/config/dataset_provenance.md,yes,d01c08965b5ed87ba1a79742810a55c2fcbf1b410b123363564a1910222f013e,1119,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/config/dataset_provenance.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/converted/wiki_vote_top10.d,yes,799ec37e9226117ade9f64c6850213664579433cd3788e422f12dff8c7948876,405,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/converted/wiki_vote_top10.d,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/converted/wiki_vote_top50.d,yes,021e80f5bbf771c8d63fea171c3854c9a88658dd12965794c719277e6bf10868,7493,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/converted/wiki_vote_top50.d,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/summary/exp9_final_report.md,yes,f7cf6f363424b14046222eac9dbde7e464e0a2f33db2718821d3260f8f61ed85,998,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/experiments/exp9_application_case/summary/exp9_final_report.md,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/requirements.txt,yes,38d5878da797b2646211833d894be56065dee023e6c2bf87eba2bb9c0693cb3f,34,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/requirements.txt,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/check_mip_solver_availability.py,yes,e5d47523539c6155f534de08f19e9ee22e7136d86a47bafa61711ad8bc055039,3515,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/check_mip_solver_availability.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/convert_lolib_to_dimacs.py,yes,577dcfc7903ba4f2f41c4f24d15974a29287a081037e4f48b5bb9be5e0cc746f,3618,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/convert_lolib_to_dimacs.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/evaluate_order_lop.py,yes,ca6e85218fc7582aa126c00d4c498811a475c6cfb8a84b2a222364395692cb8b,2824,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/evaluate_order_lop.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp6_ipsns_budget_curve.py,yes,3748d4c132670eb53824cc800943bb226f2b23a6a3a8bfe76cf7839d9551d7ea,12548,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp6_ipsns_budget_curve.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp7_plain_local_search.py,yes,d09df82cb32e6e1477c0f3533311b69f61c1b901d46c281a43198a1451a57f1a,14257,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp7_plain_local_search.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp8_medium_mip_baseline.py,yes,02d953db93f40ce81e1624d8ad619f808282c5595954ff6b5027e8a778d05289,9878,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp8_medium_mip_baseline.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp9_application_case.py,yes,0997961a2489fbce544d328a65570f9fde1eea207b68ad3fd8ce481566596f40,7087,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/postprocess_exp9_application_case.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/prepare_exp9_application_case.py,yes,0011be32d3796bd5b22b6d21aadb02c9e4a37a76cb711ad05e31b2095a932112,8848,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/prepare_exp9_application_case.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/reproduce_all.py,yes,c9e17dd9242d575cf2f13261cf7cc43f5ca0bb5e71ae4dba1260f12d2a275c1a,4524,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/reproduce_all.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_borda.py,yes,13d3fac8161005cabf631f57ce175292354a6d796276ad1233e1e9b01589734b,898,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_borda.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_drmaciver_fas.py,yes,928ef32c81b290a35bcb9447fe82e0dc4ac5e9d0de0ce8f517161e77f4c87947,6259,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_drmaciver_fas.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_exact.py,yes,56645acd9e6b6f501a69fa6867fbe93a4d103bbda1d47b2b2d0fc083f90f445e,1327,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_exact.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_exp6_ipsns_budget_curve.py,yes,05a9be8e7c3900c9a9d4a9a6a0bd043f3fdab31eedb795235eab341799546506,4857,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_exp6_ipsns_budget_curve.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_exp7_plain_local_search.py,yes,46319eb078a781ee746bd583d7770c2898d12bd39762e54cdb3113530311a253,17097,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_exp7_plain_local_search.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_exp8_medium_mip_baseline.py,yes,8201b00b9502c86963d841698fa4e7e07b1fd1f2972f96e42c8c975f296734aa,14835,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_exp8_medium_mip_baseline.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_exp9_application_case.py,yes,cf42b3f590b240aeceff1bb1a789b6d1de394b09226e934b9f72c57b5de051d3,6649,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_exp9_application_case.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_igraph_eades.py,yes,9e2d7e22dce13d7685515b46623c84b03edc90c387ec5ce7b634b2346664ef16,3076,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_igraph_eades.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_ipsns.py,yes,1f990c17b5442736daaf8b919f8c5c847993fc70dea03b8e03bbc0cf632d4711,2816,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_ipsns.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_lrta.py,yes,5a31c0ad4426402e2e10e68f39d5646b2c1d0c79b007dc2222fe86d3e70e4268,1504,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_lrta.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_random_baseline.py,yes,81b1d586b129e6145b0b0a5bc430dd0286a906f16e0194647894db104199222a,1153,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_random_baseline.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_weighted_eades.py,yes,13e67998944add3d80fca64403e63cd7ca6a6f9dd85cb8360f164eb09d52c269,969,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_weighted_eades.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/run_wmsf.py,yes,8d6b2933f87ac2830f59497857a714af54a5d7da7b98583a5ec974e876c67b5e,1668,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/run_wmsf.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/select_exp6_ipsns_budget_instances.py,yes,7fad39d9b34bb4c38636bef21b513fafc286de520cbe223769519fa4b6e37804,7754,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/select_exp6_ipsns_budget_instances.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/scripts/select_exp8_medium_mip_instances.py,yes,12701407e026e33180a6797b3a9980ad5bd42eaa23bb967142adcefec2eeddb1,7003,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/scripts/select_exp8_medium_mip_instances.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/setup.py,yes,d71fd989d578eef208b950a7e0dc9618133d079a0a1b0726543a07d380274df5,225,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/setup.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/src/mwfas/__init__.py,yes,f786730adec5709ad7e22d0686f85603e2ff3c3dc5d6110043cdc3775b2d3bcf,75,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/__init__.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/src/mwfas/baselines.py,yes,02434f6a9c09dd00ee8cd811fe1c4c23fd12027b11dc43e997f425180912eca8,6965,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/baselines.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/src/mwfas/evaluation.py,yes,c31fc697216e877a00cad9ce272a499b015b615761dab98c6457fec0ac9de2c7,634,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/evaluation.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/src/mwfas/exact.py,yes,dd071da5ebdf32df456dbcaece5b30ede7be7d351406e1c19ff00d6b92f9de99,4737,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/exact.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/src/mwfas/io.py,yes,59f9df6c1db18521f0a8ca00d4570b3b0799a4c911603f2b8578511084df2eae,1611,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/io.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/src/mwfas/ipsns.py,yes,63c93b80e200ea1fed7a3e7b95eb76e1534941d90b0e985438f282836ae2317e,29170,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/ipsns.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
submission_package/ejco_reproducibility_artifact/src/mwfas/lrta.py,yes,3e053ccc19013ac4e53708995f179538c39ebe3581666da7b4849188eede85d7,10832,historical,paper_coap/ or docs/archive/,git_mv_archive,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_reproducibility_artifact/src/mwfas/lrta.py,Separate stale EJCO/legacy from COAP canonical,git checkout 6c04ff1 -- path,"README, docs/INDEX.md"
