source,destination,reason
paper/figures/exp4_relative_bw.pdf,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/figures/exp4_relative_bw.pdf,archive stale/historical material
paper/figures/exp4_win_counts.pdf,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/figures/exp4_win_counts.pdf,archive stale/historical material
paper/figures/exp5_lolib_scope.pdf,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/figures/exp5_lolib_scope.pdf,archive stale/historical material
paper/figures/exp6_ipsns_budget_curve.pdf,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/figures/exp6_ipsns_budget_curve.pdf,archive stale/historical material
paper/figures/framework_overview.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/figures/framework_overview.tex,archive stale/historical material
paper/main.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/main.tex,archive stale/historical material
submission_package/ejco_source/references.bib,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/references.bib,archive stale/historical material
paper/sections/01_introduction.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/sections/01_introduction.tex,archive stale/historical material
paper/sections/02_related_work.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/sections/02_related_work.tex,archive stale/historical material
paper/sections/03_problem_definition.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/sections/03_problem_definition.tex,archive stale/historical material
paper/sections/04_algorithmic_framework.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/sections/04_algorithmic_framework.tex,archive stale/historical material
paper/sections/05_experimental_design.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/sections/05_experimental_design.tex,archive stale/historical material
paper/sections/06_results.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/sections/06_results.tex,archive stale/historical material
paper/sections/07_discussion.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/sections/07_discussion.tex,archive stale/historical material
paper/sections/08_conclusion.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/sections/08_conclusion.tex,archive stale/historical material
paper/tables/table_ablation.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_ablation.tex,archive stale/historical material
paper/tables/table_algorithm_components.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_algorithm_components.tex,archive stale/historical material
paper/tables/table_algorithm_invariants.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_algorithm_invariants.tex,archive stale/historical material
paper/tables/table_application_case.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_application_case.tex,archive stale/historical material
paper/tables/table_exact_validation.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_exact_validation.tex,archive stale/historical material
paper/tables/table_experiment_overview.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_experiment_overview.tex,archive stale/historical material
paper/tables/table_ipsns_budget_curve.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_ipsns_budget_curve.tex,archive stale/historical material
paper/tables/table_lolib_scope.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_lolib_scope.tex,archive stale/historical material
paper/tables/table_medium_mip_baseline.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_medium_mip_baseline.tex,archive stale/historical material
paper/tables/table_paired_sparse_tests.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_paired_sparse_tests.tex,archive stale/historical material
paper/tables/table_plain_local_search.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_plain_local_search.tex,archive stale/historical material
paper/tables/table_sparse_external_baselines.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_sparse_external_baselines.tex,archive stale/historical material
paper/tables/table_structural_diagnostic.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/tables/table_structural_diagnostic.tex,archive stale/historical material
paper/title_page.tex,docs/archive/legacy_submission_packages/ejco_submission_package/ejco_source/title_page.tex,archive stale/historical material
submission_package/main.pdf,docs/archive/legacy_submission_packages/ejco_submission_package/main.pdf,archive stale/historical material
paper/.gitignore,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/.gitignore,archive stale/historical material
paper/README.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/README.md,archive stale/historical material
paper/cover_letter_draft.pdf,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/cover_letter_draft.pdf,archive stale/historical material
paper/cover_letter_draft.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/cover_letter_draft.tex,archive stale/historical material
submission_package/ejco_source/declarations/competing_interest.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/declarations/competing_interest.tex,archive stale/historical material
paper/declarations/credit_statement.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/declarations/credit_statement.tex,archive stale/historical material
submission_package/ejco_source/declarations/credit_statement_nonanonymized.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/declarations/credit_statement_nonanonymized.tex,archive stale/historical material
submission_package/ejco_source/declarations/data_code_availability.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/declarations/data_code_availability.tex,archive stale/historical material
paper/declarations/data_code_availability_anonymized.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/declarations/data_code_availability_anonymized.tex,archive stale/historical material
submission_package/ejco_source/declarations/funding_statement.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/declarations/funding_statement.tex,archive stale/historical material
submission_package/ejco_source/declarations/generative_ai_declaration.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/declarations/generative_ai_declaration.tex,archive stale/historical material
submission_package/ejco_source/elsarticle-harv.bst,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/elsarticle-harv.bst,archive stale/historical material
paper/elsarticle-num.bst,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/elsarticle-num.bst,archive stale/historical material
submission_package/ejco_source/elsarticle.cls,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/elsarticle.cls,archive stale/historical material
submission_package/ejco_source/figures/exp4_relative_bw.pdf,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/figures/exp4_relative_bw.pdf,archive stale/historical material
submission_package/ejco_source/figures/exp4_win_counts.pdf,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/figures/exp4_win_counts.pdf,archive stale/historical material
submission_package/ejco_source/figures/exp5_lolib_scope.pdf,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/figures/exp5_lolib_scope.pdf,archive stale/historical material
submission_package/ejco_source/figures/exp6_ipsns_budget_curve.pdf,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/figures/exp6_ipsns_budget_curve.pdf,archive stale/historical material
submission_package/ejco_source/figures/framework_overview.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/figures/framework_overview.tex,archive stale/historical material
paper/highlights.pdf,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/highlights.pdf,archive stale/historical material
paper/highlights.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/highlights.tex,archive stale/historical material
submission_package/ejco_files_for_upload/highlights.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/highlights.txt,archive stale/historical material
submission_package/ejco_source/main.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/main.tex,archive stale/historical material
paper/main_anonymized.tex,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/main_anonymized.tex,archive stale/historical material
paper/notes/README.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/README.md,archive stale/historical material
paper/notes/anonymous_artifact_plan.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/anonymous_artifact_plan.md,archive stale/historical material
paper/notes/artifact_validation/artifact_anonymity_report.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/artifact_validation/artifact_anonymity_report.md,archive stale/historical material
paper/notes/artifact_validation/artifact_checksums.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/artifact_validation/artifact_checksums.txt,archive stale/historical material
paper/notes/artifact_validation/artifact_manifest.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/artifact_validation/artifact_manifest.json,archive stale/historical material
paper/notes/artifact_validation/artifact_manifest.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/artifact_validation/artifact_manifest.md,archive stale/historical material
paper/notes/available_result_files_for_stats.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/available_result_files_for_stats.txt,archive stale/historical material
paper/notes/bibliography_extraction_report.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/bibliography_extraction_report.md,archive stale/historical material
paper/notes/caie_author_guidelines.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/caie_author_guidelines.md,archive stale/historical material
paper/notes/caie_revision_pass_1.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/caie_revision_pass_1.md,archive stale/historical material
paper/notes/caie_revision_pass_1_checks/anonymity_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/caie_revision_pass_1_checks/anonymity_scan.json,archive stale/historical material
paper/notes/caie_revision_pass_1_checks/main_anonymized_identity_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/caie_revision_pass_1_checks/main_anonymized_identity_text.txt,archive stale/historical material
paper/notes/caie_revision_pass_1_checks/main_anonymized_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/caie_revision_pass_1_checks/main_anonymized_text.txt,archive stale/historical material
paper/notes/caie_revision_pass_1_checks/meta_commentary_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/caie_revision_pass_1_checks/meta_commentary_scan.json,archive stale/historical material
paper/notes/caie_revision_pass_1_checks/meta_commentary_scan.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/caie_revision_pass_1_checks/meta_commentary_scan.md,archive stale/historical material
paper/notes/caie_revision_pass_1_checks/post_reference_float_check.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/caie_revision_pass_1_checks/post_reference_float_check.json,archive stale/historical material
paper/notes/caie_revision_pass_1_checks/post_reference_float_check.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/caie_revision_pass_1_checks/post_reference_float_check.md,archive stale/historical material
paper/notes/compile_check.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/compile_check.md,archive stale/historical material
paper/notes/computational_environment/README.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/computational_environment/README.md,archive stale/historical material
paper/notes/computational_environment/anonymity_style_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/computational_environment/anonymity_style_scan.json,archive stale/historical material
paper/notes/computational_environment/main_anonymized_text_after_env.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/computational_environment/main_anonymized_text_after_env.txt,archive stale/historical material
paper/notes/computational_environment/system_info_raw.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/computational_environment/system_info_raw.txt,archive stale/historical material
paper/notes/computational_environment/system_info_sanitized.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/computational_environment/system_info_sanitized.md,archive stale/historical material
paper/notes/download_folder_refresh/download_upload_match.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/download_folder_refresh/download_upload_match.json,archive stale/historical material
paper/notes/download_folder_refresh/download_upload_match.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/download_folder_refresh/download_upload_match.md,archive stale/historical material
paper/notes/download_folder_refresh/main_anonymized_download_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/download_folder_refresh/main_anonymized_download_scan.json,archive stale/historical material
paper/notes/download_folder_refresh/main_anonymized_download_scan.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/download_folder_refresh/main_anonymized_download_scan.md,archive stale/historical material
paper/notes/download_folder_refresh/main_anonymized_download_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/download_folder_refresh/main_anonymized_download_text.txt,archive stale/historical material
paper/notes/drmaciver_baseline_revision.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/drmaciver_baseline_revision.md,archive stale/historical material
paper/notes/drmaciver_baseline_revision_checks/anonymity_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/drmaciver_baseline_revision_checks/anonymity_scan.json,archive stale/historical material
paper/notes/drmaciver_baseline_revision_checks/main_anonymized_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/drmaciver_baseline_revision_checks/main_anonymized_text.txt,archive stale/historical material
paper/notes/drmaciver_baseline_revision_sanity.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/drmaciver_baseline_revision_sanity.json,archive stale/historical material
paper/notes/drmaciver_terminology_consistency.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/drmaciver_terminology_consistency.md,archive stale/historical material
paper/notes/drmaciver_terminology_consistency_checks/main_anonymized_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/drmaciver_terminology_consistency_checks/main_anonymized_text.txt,archive stale/historical material
paper/notes/drmaciver_terminology_consistency_checks/terminology_anonymity_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/drmaciver_terminology_consistency_checks/terminology_anonymity_scan.json,archive stale/historical material
paper/notes/exp6_ipsns_budget_curve/README.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/exp6_ipsns_budget_curve/README.md,archive stale/historical material
paper/notes/exp7_plain_local_search/README.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/exp7_plain_local_search/README.md,archive stale/historical material
paper/notes/exp7_plain_local_search/anonymity_style_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/exp7_plain_local_search/anonymity_style_scan.json,archive stale/historical material
paper/notes/exp7_plain_local_search/main_anonymized_text_after_exp7.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/exp7_plain_local_search/main_anonymized_text_after_exp7.txt,archive stale/historical material
paper/notes/exp8_medium_mip_baseline/README.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/exp8_medium_mip_baseline/README.md,archive stale/historical material
paper/notes/exp8_medium_mip_baseline/anonymity_style_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/exp8_medium_mip_baseline/anonymity_style_scan.json,archive stale/historical material
paper/notes/exp8_medium_mip_baseline/main_anonymized_text_after_exp8.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/exp8_medium_mip_baseline/main_anonymized_text_after_exp8.txt,archive stale/historical material
paper/notes/exp9_application_case/README.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/exp9_application_case/README.md,archive stale/historical material
paper/notes/exp9_application_case/anonymity_style_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/exp9_application_case/anonymity_style_scan.json,archive stale/historical material
paper/notes/exp9_application_case/main_anonymized_text_after_exp9.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/exp9_application_case/main_anonymized_text_after_exp9.txt,archive stale/historical material
paper/notes/experiment_gap_audit.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experiment_gap_audit.md,archive stale/historical material
paper/notes/experimental_risk_reduction/README.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/README.md,archive stale/historical material
paper/notes/experimental_risk_reduction/anonymity_style_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/anonymity_style_scan.json,archive stale/historical material
paper/notes/experimental_risk_reduction/ipsns_gain_concentration.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/ipsns_gain_concentration.json,archive stale/historical material
paper/notes/experimental_risk_reduction/ipsns_gain_concentration.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/ipsns_gain_concentration.md,archive stale/historical material
paper/notes/experimental_risk_reduction/main_anonymized_text_after_risk_reduction.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/main_anonymized_text_after_risk_reduction.txt,archive stale/historical material
paper/notes/experimental_risk_reduction/paired_sparse_tests.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/paired_sparse_tests.json,archive stale/historical material
paper/notes/experimental_risk_reduction/paired_sparse_tests.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/paired_sparse_tests.md,archive stale/historical material
paper/notes/experimental_risk_reduction/runtime_quality_summary.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/runtime_quality_summary.json,archive stale/historical material
paper/notes/experimental_risk_reduction/runtime_quality_summary.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/runtime_quality_summary.md,archive stale/historical material
paper/notes/experimental_risk_reduction/sparse_dense_diagnostic.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/sparse_dense_diagnostic.json,archive stale/historical material
paper/notes/experimental_risk_reduction/sparse_dense_diagnostic.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/experimental_risk_reduction/sparse_dense_diagnostic.md,archive stale/historical material
paper/notes/final_contact_pass/artifact_email_rescan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_contact_pass/artifact_email_rescan.json,archive stale/historical material
paper/notes/final_contact_pass/artifact_email_rescan.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_contact_pass/artifact_email_rescan.md,archive stale/historical material
paper/notes/final_contact_pass/cover_letter_draft_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_contact_pass/cover_letter_draft_text.txt,archive stale/historical material
paper/notes/final_contact_pass/final_contact_report.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_contact_pass/final_contact_report.md,archive stale/historical material
paper/notes/final_contact_pass/main_anonymized_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_contact_pass/main_anonymized_text.txt,archive stale/historical material
paper/notes/final_contact_pass/pdf_contact_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_contact_pass/pdf_contact_scan.json,archive stale/historical material
paper/notes/final_contact_pass/pdf_contact_scan.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_contact_pass/pdf_contact_scan.md,archive stale/historical material
paper/notes/final_contact_pass/placeholders_after.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_contact_pass/placeholders_after.txt,archive stale/historical material
paper/notes/final_contact_pass/placeholders_before.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_contact_pass/placeholders_before.txt,archive stale/historical material
paper/notes/final_contact_pass/title_page_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_contact_pass/title_page_text.txt,archive stale/historical material
paper/notes/final_layout_readability_audit/anonymity_style_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_layout_readability_audit/anonymity_style_scan.json,archive stale/historical material
paper/notes/final_layout_readability_audit/final_layout_audit.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_layout_readability_audit/final_layout_audit.json,archive stale/historical material
paper/notes/final_layout_readability_audit/final_layout_audit.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_layout_readability_audit/final_layout_audit.md,archive stale/historical material
paper/notes/final_layout_readability_audit/main_anonymized_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_layout_readability_audit/main_anonymized_text.txt,archive stale/historical material
paper/notes/final_layout_readability_audit/main_anonymized_text_final_layout.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_layout_readability_audit/main_anonymized_text_final_layout.txt,archive stale/historical material
paper/notes/final_placeholder_pass/cover_letter_draft_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_placeholder_pass/cover_letter_draft_text.txt,archive stale/historical material
paper/notes/final_placeholder_pass/final_placeholder_report.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_placeholder_pass/final_placeholder_report.md,archive stale/historical material
paper/notes/final_placeholder_pass/main_anonymized_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_placeholder_pass/main_anonymized_text.txt,archive stale/historical material
paper/notes/final_placeholder_pass/pdf_placeholder_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_placeholder_pass/pdf_placeholder_scan.json,archive stale/historical material
paper/notes/final_placeholder_pass/pdf_placeholder_scan.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_placeholder_pass/pdf_placeholder_scan.md,archive stale/historical material
paper/notes/final_placeholder_pass/placeholder_locations_after.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_placeholder_pass/placeholder_locations_after.txt,archive stale/historical material
paper/notes/final_placeholder_pass/placeholder_locations_before.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_placeholder_pass/placeholder_locations_before.txt,archive stale/historical material
paper/notes/final_placeholder_pass/title_page_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_placeholder_pass/title_page_text.txt,archive stale/historical material
paper/notes/final_readthrough/compile_warning_delta.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/compile_warning_delta.json,archive stale/historical material
paper/notes/final_readthrough/compile_warning_report.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/compile_warning_report.json,archive stale/historical material
paper/notes/final_readthrough/compile_warning_report.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/compile_warning_report.md,archive stale/historical material
paper/notes/final_readthrough/cover_letter_draft_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/cover_letter_draft_text.txt,archive stale/historical material
paper/notes/final_readthrough/final_submission_readiness_report.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/final_submission_readiness_report.md,archive stale/historical material
paper/notes/final_readthrough/main_anonymized_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/main_anonymized_text.txt,archive stale/historical material
paper/notes/final_readthrough/pdf_inventory.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/pdf_inventory.json,archive stale/historical material
paper/notes/final_readthrough/pdf_inventory.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/pdf_inventory.md,archive stale/historical material
paper/notes/final_readthrough/pdf_text_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/pdf_text_scan.json,archive stale/historical material
paper/notes/final_readthrough/pdf_text_scan.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/pdf_text_scan.md,archive stale/historical material
paper/notes/final_readthrough/title_page_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_readthrough/title_page_text.txt,archive stale/historical material
paper/notes/final_submission_audit/FINAL_UPLOAD_CHECKLIST.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/FINAL_UPLOAD_CHECKLIST.md,archive stale/historical material
paper/notes/final_submission_audit/abstract_keywords_anonymity_style_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/abstract_keywords_anonymity_style_scan.json,archive stale/historical material
paper/notes/final_submission_audit/abstract_keywords_length_check.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/abstract_keywords_length_check.json,archive stale/historical material
paper/notes/final_submission_audit/abstract_keywords_length_check.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/abstract_keywords_length_check.md,archive stale/historical material
paper/notes/final_submission_audit/artifact_zip_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/artifact_zip_scan.json,archive stale/historical material
paper/notes/final_submission_audit/declarations_check.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/declarations_check.json,archive stale/historical material
paper/notes/final_submission_audit/figure1_tikz_compliance_note.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/figure1_tikz_compliance_note.md,archive stale/historical material
paper/notes/final_submission_audit/final_submission_readiness_report.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/final_submission_readiness_report.md,archive stale/historical material
paper/notes/final_submission_audit/git_tracking_check.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/git_tracking_check.json,archive stale/historical material
paper/notes/final_submission_audit/highlights_check.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/highlights_check.json,archive stale/historical material
paper/notes/final_submission_audit/pdf_metadata_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/pdf_metadata_scan.json,archive stale/historical material
paper/notes/final_submission_audit/pdf_text/cover_letter.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/pdf_text/cover_letter.txt,archive stale/historical material
paper/notes/final_submission_audit/pdf_text/main_anonymized.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/pdf_text/main_anonymized.txt,archive stale/historical material
paper/notes/final_submission_audit/pdf_text/title_page.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/pdf_text/title_page.txt,archive stale/historical material
paper/notes/final_submission_audit/pdf_text_scan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/pdf_text_scan.json,archive stale/historical material
paper/notes/final_submission_audit/staleness_check.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/staleness_check.json,archive stale/historical material
paper/notes/final_submission_audit/upload_download_match.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_audit/upload_download_match.json,archive stale/historical material
paper/notes/final_submission_package_checklist.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_submission_package_checklist.md,archive stale/historical material
paper/notes/final_upload_audit/abstract_highlights_check.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_upload_audit/abstract_highlights_check.json,archive stale/historical material
paper/notes/final_upload_audit/abstract_highlights_check.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_upload_audit/abstract_highlights_check.md,archive stale/historical material
paper/notes/final_upload_audit/artifact_rescan.json,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_upload_audit/artifact_rescan.json,archive stale/historical material
paper/notes/final_upload_audit/artifact_rescan.md,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_upload_audit/artifact_rescan.md,archive stale/historical material
paper/notes/final_upload_audit/cover_letter_draft_text.txt,docs/archive/predecessor_manuscripts/paper_legacy_pre_coap/notes/final_upload_audit/cover_letter_draft_text.txt,archive stale/historical material
